1/1/2005,2/1/2005,3/1/2005,4/1/2005,5/1/2005,6/1/2005,7/1/2005,8/1/2005,9/1/2005,10/1/2005,11/1/2005,12/1/2005,1/1/2006,2/1/2006,3/1/2006,4/1/2006,5/1/2006,6/1/2006,7/1/2006,8/1/2006,9/1/2006,10/1/2006,11/1/2006,12/1/2006,1/1/2007,2/1/2007,3/1/2007,4/1/2007,5/1/2007,6/1/2007,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,,,,,,,,,,,,
"$1,620.00 ","$1,768.00 ","$1,844.00 ","$1,987.00 ","$1,901.00 ","$1,816.00 ","$1,721.00 ","$1,697.00 ","$1,580.00 ","$1,640.00 ","$1,398.00 ","$1,686.00 ","$1,937.00 ","$1,402.00 ","$1,371.00 ","$1,519.00 ","$1,543.00 ","$1,575.00 ","$1,914.00 ","$2,007.00 ","$1,880.00 ","$1,559.00 ","$1,559.00 ","$1,663.00 ","$2,037.00 ","$1,857.00 ","$2,291.00 ","$2,035.00 ","$2,404.00 ","$2,573.00 ","$2,655.00 ","$2,629.00 ","$2,721.00 ","$3,205.00 ","$3,343.00 ","$3,686.00 ","$3,282.00 ","$3,209.00 ","$3,916.00 ","$3,505.00 ","$4,199.00 ","$4,389.00 ","$4,166.00 ","$4,133.00 ","$3,707.00 ","$3,801.00 ","$2,969.00 ","$3,606.00 ","$3,541.00 ","$3,301.00 ","$3,347.00 ","$3,452.00 ","$3,779.00 ","$3,813.00 ","$3,555.00 ","$3,519.00 ","$3,438.00 ","$3,741.00 ","$3,637.00 ","$3,930.00 ","$4,191.00 ","$4,316.00 ","$4,531.00 ","$4,449.00 ","$4,672.00 ","$4,869.00 ","$5,037.00 ","$5,071.00 ","$5,090.00 ","$5,180.00 ","$5,157.00 ","$5,385.00 ","$5,554.00 ","$5,569.00 ","$5,752.00 ","$5,838.00 ","$6,020.00 ","$6,244.00 ","$6,184.00 ","$6,315.00 ","$5,928.00 ","$5,967.00 ","$5,888.00 ","$5,926.00 ","$5,306.00 ","$5,434.00 ","$5,751.00 ","$5,981.00 ","$5,947.00 ","$6,116.00 ","$5,751.00 ","$6,441.00 ","$6,071.00 ","$5,744.00 ","$6,226.00 ","$6,322.00 ","$7,019.00 ","$7,042.00 ","$7,088.00 ","$7,362.00 ","$7,270.00 ","$7,351.00 ","$7,725.00 ","$7,223.00 ","$7,451.00 ","$7,549.00 ","$7,538.00 ","$7,734.00 ","$7,646.00 ","$7,742.00 ","$7,480.00 ","$7,692.00 ","$7,871.00 ","$7,826.00 ","$8,047.00 ","$8,142.00 ","$8,392.00 ","$8,234.00 ","$8,163.00 ","$8,197.00 ",,,,,,,,,,,,
